id,name,setter_username,angle,is_listed,layout_id,hsm,is_benchmark,display_difficulty,grade
07EE177C54644F4D97CED1B87E4974B5,Nothing is Real?,arubin88,,1,8,3,1,19.5,V4
07EF3126F2904EFF99509195189BFA42,cone head ed,SamSends,,1,1,1,0,18.5,V4
07f0b183fcb04353ac45ba824740dd86,Bird Squisher,shmitch,,1,1,3,1,20.0,V5
07F0DC728A284EE2910455E7C834235F,bgud - crochet me a sweater,Reszin,,1,1,3,1,20.0,V5
07f20f966e84404e8f95a882c3468cf6,crampt series [Easy],arika,,1,1,3,1,26.0,V9
07F3601E026F4619B2DB3487B3EC2CE7,Malocclusion,JJ_Law,,1,1,3,1,20.6667,V5
07F3B6C5D971485584F653B448A291F5,erm !,nbarlow1997,,1,1,3,1,20.8,V5
07F77A14380049228738DF1367842FA1,Get Hooked,DynoClimb,,1,1,3,1,19.0,V4
07f79584379a4259baa15fa815f55879,dev1a,Stroobach,,1,1,1,0,15.3333,V2
07F9D8482C524CA0A809DEA71A4E4917,climbing brothers,Fuzzy,,1,1,3,1,23.75,V7
07FA8848229040E2B7751B6642E8E19F,bgud - secret sauce,amckeska,,1,1,3,1,21.5,V5
07FC022573AD4AE0A6742CC0AEEB13D9,Sunken Place,KilterStudio,,1,1,3,1,25.0,V8
07FE8754835B4AECB3A9AB059BBF7F8F,boreding,mwadsley,,1,1,1,0,18.7164,V4
07FFB4C685614B55A6AA989CEAB84B56,v1classiquevaldavid,guillaumebaque,,1,1,3,1,15.0,V2
0805DCAF452E4C5E98D1057EC2530ED6,"big moves, small boi",henryfenton,,1,1,3,1,20.1667,V5
0805FDD5F85744BE9307210B45143B20,Dummy 2,KilterStudio,,1,1,3,1,18.25,V4
0806E2DF509C4EB8814F5CDAAD697288,Point Break,frankystamour,,1,1,3,1,21.0,V5
08083E1348A64FE58786FFDC555BF1F7,You’re either 6’4” or you’re not,GW_Kilter,,1,1,1,0,17.25,V3
080898D530AE41EFA619032B695643C6,I like it!,FluffytheCat,,1,1,1,0,23.5,V7
0809061454D542168D89AA827D42BB6C,Secondary Soiling,nateholland,,1,1,3,1,23.0,V7
080bf81f729544d488b09fa8c75ff750,N2,Paw,,1,1,3,1,20.8333,V5
080E1ED599444C2391C0EFA3024E60E6,Tuli’s First,Tuli,,1,1,3,1,17.8571,V3
080E56A86BD7498C8415C4FC3D403679,Delta Variant,lachlan,,1,1,3,1,18.0,V4
080e89e8478b4bea9b6f57dafc7251d8,The long way home,jmsavage,,1,1,3,1,18.5,V4
080EC6216BFA440CB87E4F59BAF2DA2E,Teension,rodbid1,,1,1,3,1,23.375,V7
0810C3E038CE4C49B94D384BDF0BBC88,in the wind,KilterStudio,,1,1,3,1,23.0,V7
0813054D7E60404FAB8D887ABF4E354F,Yosef Challenge,ZingerIsHere,,1,1,3,1,21.0,V5
081520D398124E6792F3353F22DB56E6,cross over king campus,ninjanatho,,1,1,1,0,23.0,V7
0815bf24513a47849119c1efb75c23ee,Chloé-balls' Circuit 1,DanFenner,,1,1,3,1,13.3333,V1
0816E9C488A249B6B001BE7B40858D69,Nobody sends like Gaston,Alexei,,1,1,3,1,20.8571,V5
081CF2CB033642A9A0E2180FEFAE1B93,Sold Again,kilterjackie,,1,1,1,0,20.6667,V5
081D69B9CA334E9E871D050A1F43B6E1,rusty Crusty 3,Lilab,,1,1,1,0,11.0,V0
0820FEA14AE144458EF4A4935425B110,Rollercoasting,griffinwhiteside,,1,1,3,1,25.0,V8
0821F202E39F462CAB38B18D992E849D,Alon!,yoavbrk1,,1,1,1,0,18.5,V4
082358854cf845ad86155a6d621e3950,mista worldwide,fettsnabb,,1,1,3,1,20.0,V5
0823f04545e84636bd1c9baab870ac3a,Genkidama,FloW95,,1,1,1,0,26.8333,V9
08249FA2D9BD43BF95E2A8CD11A74E7F,josh’s problem,nosomee,,1,1,3,1,18.7857,V4
08275000F733422D9F3DA90FC2CE6F36,Figure It Out,jwilder,,1,1,3,1,17.0,V3
0828279B3E0B411183D09F4BFB7950E9,kick on,Robbo45,,1,1,3,1,25.0,V8
082B4D1621FA4647ACD1B6CB1AC9DB69,easy send,bkbskilterboard,,1,1,3,1,15.0,V2
082C8B14480D4835AEFB30660EA6B4A9,pinch to end at oblivion,climbcentral,,1,1,1,0,20.0,V5
083070EB65C74A55BF50F00FE9C5E825,A Tense Swoopage,KilterStudio,,1,1,1,0,19.0481,V4
083297F04FB74AF5B9D394AF043050F6,KreuzZug,Fab,,1,1,3,1,22.0,V6
0832A711AC6F483DAED2FC5386F5853F,elimination,thijs,,1,1,3,1,27.7667,V10
08372d87e18540d0b0e521dfe29b0a1e,Frohe Ostern!,Arne,,1,1,3,1,20.0,V5
083843c44b4a49649add60fdb9263dda,Diary of a crimpy kid,alexRT,,1,1,3,1,16.6364,V3
08388A3092B14894B9699DBD5B9F44A8,Lethargy,iancb000,,1,1,3,1,24.8,V8
084188A831A748A1975C4004D9F56974,just another 5,blambdin,,1,8,1,0,21.0,V5
0841C5F5AD574F538390300F447204DC,Can of Worms,briancarlson,,1,8,1,0,23.7,V7
084500A4A31A49C1A0CC2361528F376B,2 Ways,climbcentral,,1,1,3,1,21.8333,V5
084C5BBD5A2A45DA83E87AFF1A1EE24C,Directionality!,KilterStudio,,1,1,3,1,20.9096,V5
084CCC820A9A407AB78DE14320025B35,Spantastic,osianparry2345,,1,1,3,1,22.0,V6
084E5E20B4A240C5A1D20EE5C1C57EB5,Taylor-Made,brennanroa,,1,1,3,1,21.0,V5
084EF11E398C475E9A1FF16B006D3E7E,campos v4,ZingerIsHere,,1,1,1,0,17.0,V3
085174f8ff414ec3bfa93eacf9aaf0e5,Harrys Gaston,ybot77,,1,1,3,1,16.6667,V3
08531ff593de4e65a96861c561b6328a,Over and Back,Pebblewrestler03,,1,1,3,1,22.9727,V6
085693858f464117909ae094e25888b4,Check the Rhime,vukyle,,1,1,3,1,23.0,V7
08575d181b01473bb5bb39fcb5bcb0f0,Dirty Dangles,RJClimbs,,1,1,3,1,26.0,V9
085BE2851951471FB698B487BAFBA807,heel and a pinch,joshlitten,,1,1,3,1,23.0,V7
085c76f9b73949fca12f65f1e41206f6,tension warmup,ta127,,1,1,3,1,17.0,V3
085e83f4e32d41cb8a6a4f4e5bdddfe1,Cross Pinch,jp2572,,1,8,3,1,22.0,V6
0867F9168D4548BE834AAEC27F82E8FD,Kyle rules big time 1.0,HANGAR,,1,1,3,1,23.0,V7
086A3EC661724ADB94793CF5BCA8BEAC,Curious George 3,coleyyyyyyyyyyyyyyyyyyyy,,1,1,3,1,24.2,V8
0872189E46DC48BC8DBC3B7687F9550D,Power Circuit 4 Final,DrPlim,,1,1,3,1,21.8,V5
0874d6ffa1a24dd684cdd7b7d7db855f,runnonball can,georgejhack,,1,1,3,1,16.1034,V3
08750f620d9143c4bafcf1c7f508e10b,dwar26,dewaranch,,1,1,1,0,22.5,V6
0876762FF87C4992937CCD265EFF3517,tow paths,BananaCG,,1,1,1,0,17.0,V3
0878CA1E91C54D0DB65E2E6F3B8CFF30,unknown #80,spalermo,,1,1,1,0,23.3333,V7
08794F1A2B6F4444979E2D6D922BE313,slippery slope,gribb,,1,1,3,1,22.0,V6
08806D7868954017B4F9850DE0F61C05,Sailboat,rutabaga,,1,1,3,1,14.8,V1
08847d8471594f98acf3e6496a679723,bingo bango bongo,smokestack,,1,1,3,1,23.0,V7
0886E2EEB7A1421991F02647FB41D9C4,Guanajuato kebab,andrewharmon,,1,1,3,1,26.7778,V9
0886F19A6F3B4E51B426EDC833294309,Broken elevator V2,Olieli,,1,1,3,1,17.7778,V3
088773fd257848069634940279df69da,dropdyndyn,thmsbllng,,1,1,3,1,17.0,V3
088CD836FFBC4BC39420ECC0260A19DE,Cancel,thijs,,1,1,3,1,25.0,V8
088E5BE68AA6494BA942A9642B6BD97A,1footstep,Overlahm,,1,1,3,1,18.0,V4
08931C69492440F58D002169A82DDC87,JG #7,justingoh798,,1,1,3,1,23.3333,V7
0895021b94604a558f1602ae54a8ca5f,Power supply,jkassay,,1,1,3,1,24.0,V8
0899658B54A948AEBE0844405C9C9ECD,sonny side up,cmcgrogan,,1,1,1,0,13.0521,V1
089cca1e19ef4a5586c53940da260752,Fort comme Gaston,creraph,,1,1,3,1,20.0,V5
08A0A18E241945F59F016FD6EE5935A1,Brontobouldrus,lolpromain,,1,1,3,1,24.0,V8
08A5F3F605A44383987C097A2830B1E1,Elly pi sa date,AntoineBern,,1,1,3,1,22.0,V6
08A64F2E4D214392A44EFCE40F8FEE24,Sister Sister,steven97,,1,8,1,0,22.6667,V6
08A6AC2543774ECA9C64E019283B7FE8,Every rose has its thorn,FishBoy,,1,1,3,1,22.0,V6
08A7E7458C9F44588ABFFE3C8C782B0B,satisfaction 1,elliotvaughan510,,1,1,3,1,22.5,V6
08A9192BEBDB4BF5B919CE37C58844A5,mini wagon,cliff_shredder,,1,1,3,1,27.0,V10
08B2C9CEB6534C9BA4597C097E2C91B7,23 and me,strongpear,,1,1,3,1,25.0,V8
08b369e237204dd6a446c6605a93eabb,Easy Running,meveleigh,,1,1,3,1,17.0833,V3
08B3D85C750A432F9DD07752F2254882,Paigerator,kilterjackie,,1,1,3,1,24.0,V8
08B454B05B3F4B2CB473A0BEF436EC15,mentally hurting,harley16,,1,1,1,0,20.7,V5
08b7bf53b3bf4b91bb8b56cc2f6cff0e,P'tite V4,JeanMichMush,,1,1,3,1,21.6,V5
08B80275B42A4309B65FCF972EA589C6,Kat’s Honda Civic,rhinchey,,1,1,1,0,22.0,V6
08B8391DFC5E4D858898B92BDC21643C,no ice,KilterStudio,,1,1,3,1,22.1667,V6
08BF075C8D434B0C8F6294D9B746E5D9,The Gnar,jwilder,,1,8,3,1,23.0,V7
08c2eec06f34429c8e72091cfed4e2e9,Parkour Projects 1,EW_Joe,,1,1,1,0,13.5,V1
08C335CE68F044B898683E62391441B7,Traverse the Universe 🦄,johnconnell,,1,1,3,1,15.0,V2
08c53105979c4a5284b9332c87bc334b,Hydraulic Monkey,rodrigo.hanada,,1,1,1,0,26.2,V9
08CA84B4228D427C94E7B5E68043DA62,Luis’ Boulder,thatboyginger,,1,1,3,1,13.0161,V1
08CAF76697FF4F0599531739F89803BF,double D,climb_cleveland,,1,1,3,1,16.3077,V3
08CC48BECC384B899099BD7B6F37CD87,power trainer,linus,,1,1,3,1,23.8636,V7
08CDA3FC59EE43E59C3CB2E9CF3E98A5,Missionary,Molly,,1,1,3,1,14.5,V1
08D4FA723E294648A2F6CDD741297530,Warm Up Circuit #8,GirthQuake,,1,1,3,1,22.0,V6
08D503A363404F228E62E10A31B4526C,chews 2.1,JuliaChew,,1,1,3,1,23.6667,V7
08d576bacc6142b09e318601ff1fee29,Campus If You Can,Hiro10,,1,1,1,0,20.3333,V5
08D66635DEB74CE586E9F26FA065400A,route 2,BKBChicago,,1,1,3,1,19.0,V4
08DA25C590374A98A375E22983D5D2DC,Tusks of the Board,ahauser,,1,1,3,1,22.1667,V6
08DBCA6C45154F789B6A6F44A5589484,Deeply Troubling,jwilder,,1,1,3,1,23.0,V7
08DC31EEFBF84D8CA01DB55709ADC463,töl. Zwieselschlusssprint,luisam,,1,1,3,1,19.8696,V4
08e0e0f0bd284fd187bf2edd3f6d9704,warm projections,jimmydc14,,1,1,3,1,17.0,V3
08E1570C7E2A417984BC894D5EAC6419,Drop Bear,klausskyworker,,1,1,3,1,19.9926,V4
08e5b38f5d8d464688111d9d7e31eab8,campus contender,spannermad,,1,1,3,1,18.0,V4
08e66690a870440381009a4fbef232c3,Sponge,FreckleEducation,,1,1,3,1,14.0,V1
08e89859f3994728a918d2a5fff3b60d,cute little feet,dewaranch,,1,1,3,1,22.0,V6
08EA1A984FCF4CC09D6134B8DC4F8A7D,swiggity,jackpotj,,1,1,1,0,16.0,V3
08ed165c89ec4e1ead1b9adf789384e5,The Sickle,Hamiter,,1,1,3,1,20.0272,V5
08ED1847BE6B46B19A2CE1A172274216,Ruh Roh,jhada,,1,1,1,0,21.0,V5
08EE38F1966C437F9341B136D4E2C5EF,splish splash taking a bath,riley.long,,1,1,3,1,20.125,V5
08f081d3457c4fe682a85e21b21cea96,Sticky fingers,will_bouch,,1,1,3,1,19.0,V4
08F150EEBB534148B7F71EE578FB1AEE,death drop cross through ‘no matching’,climberlongboi,,1,1,3,1,23.0,V7
08f27ca32469491fa7d139c72a732cec,DSL,jaemiee_tan,,1,1,3,1,19.0,V4
08F34C3C85E548D6A4D34A35D20B7DE8,Postpartum Party,niccyreeve20,,1,1,3,1,10.8889,V0
08f470982940407b84708a7f31eec683,shiii,lucasjungnell,,1,1,3,1,23.0,V7
08F5498564794CC5956CFDF83CEB76E2,Slum Doom,slums_,,1,1,3,1,20.2353,V5
08F62628A99445E5B9CAA76A698F2C6F,Pinch It Obe,krimdogbillionaire,,1,1,3,1,26.2,V9
08F7F912890E4D9786E754985888B41C,maya,mayatlobo,,1,1,3,1,21.8,V5
08F944F6DBEA48CAB5E988531307FBAF,vertical life (real),pbonamici,,1,1,3,1,21.0,V5
08F9E207A5CE450F80924CF0633A395F,dyno or struggle,lindsandzach,,1,1,3,1,19.0,V4
08FA9008D456492BAEF6C640D6609BFC,skippydidoo,noellumongsud,,1,1,1,0,18.8074,V4
08FD67044AE14F43ABC727A67A203E74,Holiday,kilterjackie,,1,1,3,1,21.8603,V5
08ff62f26c094fecb81663da795f7a1c,Bohpal,pajaro,,1,1,3,1,23.6667,V7
09024F6D753043C18101B636E0ADFF84,Skadi wins the varsity,tomcrouwel,,1,1,1,0,21.0,V5
0905B48187754150B7E5EF85A7BD2630,mm,heiyeung914,,1,1,1,0,15.6667,V2
0909449D587941A0875A8D809B7FAE8A,yup yup nope,zachtecun,,1,1,3,1,16.4167,V3
0909DF883E434D359414A8408C2107A4,Plasma Bender,jwilder,,1,8,3,1,23.0,V7
090bbcd068974c7f8a63cfafd5151ae2,Hotmale@hotmail.com,alexander.d,,1,1,3,1,23.0,V7
091CA25A6EB34352B326249D9724BAF7,Krazy Kathi,alexfritz,,1,1,3,1,23.9745,V7
092067ccfdd44b2fa0bc031b1ba55748,jos project,jokletterei,,1,1,3,1,10.0,V0
09258DAC38E240F2B612B1C626453C95,Sway With Me,JustinKo,,1,1,3,1,17.0,V3
0927AF6AC72F4316B93D270F38DF377E,Hand Me My Drill Please,crisgo,,1,1,3,1,20.5,V5
093264333bcb4f1a84556e6b6d4503be,swap bowl,mgboy09,,1,1,3,1,15.5,V2
09354E6B332C417FA5421767ED861C9D,Connell’s Creation,GirthQuake,,1,1,3,1,22.9167,V6
0935B509943F4E798495606CC050F3CE,|ll|II|I,lIlIIllI,,1,5,1,0,20.3333,V5
0937412947D147F1BD7A8F2381B712E1,warm uppity,FluffytheCat,,1,1,1,0,11.3333,V0
09384903f1f64bd9a7c4315f4d45e1cf,Underclingy,daxxta,,1,1,3,1,22.0,V6
0938757ae24148278c4a73d5b5457782,Leaning Left,daxxta,,1,1,3,1,26.0,V9
093EB1D24B98482BB25A6F8AF21800B7,斐斐,aopanpanyan,,1,1,3,1,13.25,V1
09417f1f59ff40ff93b09c95ac8021be,Good climbers like crimps. Change my mind.,Milot,,1,1,3,1,22.8333,V6
094666f3a3344d5e9407b82f65b945eb,Bucktown,vukyle,,1,1,3,1,16.25,V3
0948a33a7298405a9d90641632fe826d,Beefeater,juligris,,1,1,3,1,19.0,V4
0948eb96f9e64013b62ec1102c701cad,Kwalikei,keiboulderhal,,1,1,3,1,19.0,V4
0950feb44f5c4c17a154a59a01857749,Peanut Butter Pancakes 🥞,tling90,,1,1,3,1,23.8462,V7
0954ABC533484C6DAECE2898D7ADE313,swoop n snatch,sfarley,,1,1,3,1,18.1111,V4
0957E907F65144BE8E4BDE683DBFE3A9,The Circle,miellappin,,1,1,3,1,17.0,V3
095c4cf63ec649dda5b37c576dfd8a08,Töl. Zwickzwack,climbfex,,1,1,3,1,22.0,V6
095C7D21119E48818C4DF2504F6704A4,fxgvbch vsb Vic ggdjgdvjof          Aiden,StephenIhn,,1,1,1,0,16.0,V3
095d5226648e4dea9679a90e30d635a0,Etätyö 8,olmio,,1,1,3,1,20.9412,V5
09698E6048D64B289642CEB1FFA100F4,No bump,Austin_hoyt,,1,1,3,1,24.93,V8
096A7F87A7334A82B49591B79EF0FFDA,dyno for kids!!!,leonie,,1,1,1,0,13.6,V1
096f2a7a638c4c629d6f2c06062d5818,One GoodNight,ksmd,,1,1,3,1,20.2857,V5
0971DE37CDEE42E6A73D777F16615AAB,Look at him fly🦅,johnconnell,,1,1,1,0,21.7857,V5
09779D32D20544018DFD80534957EFE3,benga canton 8x12,mattaspin,,1,8,11,0,20.75,V5
09790b9686d54a53beaad4fd10a63193,Domen_drag,Jesper,,1,1,3,1,20.0,V5
09793EE67F494669A7A65606E1DFCB8F,Yalo-halo,yalowega,,1,1,3,1,19.0,V4
09814C1DF999433C8D0C81E17EF6C176,No idea what this is???,blade74,,1,1,3,1,11.0,V0
098164a3e1ed411db20da2f45068cc9f,Warm-up lap,novazer0100,,1,1,3,1,15.0,V2
098305F9F9AC452BBF9E1B5DE61CA9CE,Goro,ZEYBOLD,,1,1,3,1,20.0083,V5
0984215429e34333b45acc168f7d7814,Checkmate,Hamiter,,1,1,3,1,22.0,V6
098592462D5843BDBC4A5ABFEFC5C2C4,Interesting,wohhhddyyy,,1,1,3,1,23.0,V7
098AB5A64E3A4C209CDD54CB6786DFA8,minimalist,tbarkhimer,,1,1,1,0,18.2727,V4
098af6f1ce694c2aa3a0dac4fb9329cd,footwork optimization (campus),henry,,1,1,1,0,22.0179,V6
098BE3B5C873429D9110F26EED386A0C,Sockmonkey 🧦,longmont,,1,1,3,1,20.75,V5
098bfe93471c49cc8fe59695648914ce,who the heel?,jecks89,,1,1,3,1,21.6667,V5
098F8FE1F64E48B786F28DEF7DE27688,Attempting a Miss.,KilterStudio,,1,1,3,1,19.8595,V4
09907546A9584B3C8AA607F6CC3B8CB8,Pull Up On It,Tmccoy125,,1,1,3,1,12.0,V0
0995cbe08d554255a8e4ba7b8ff23653,Warm Me Up Scotty,sammyd,,1,1,3,1,18.9273,V4
099ED6A0E7B8433C9409D1BBF97C281D,Warm Up #1,GusCarter,,1,1,3,1,16.0,V3
09a0cd0626834a3c92787e09e794d191,East Aldfield four wheeler,jackson5240,,1,1,3,1,22.0,V6
09A0D5DFC3D44335ABF8F96ACC20DE80,esayboy,tpg,,1,1,3,1,12.6,V0
09A42FFB94D548F982CCDE2120FB1F6D,Broken Shoulder,HilmanHaron,,1,1,3,1,23.0,V7
09A4FFE06EAD44D583C5ACE07FC87107,Stegosaurus,briancarlson,,1,8,3,1,22.0,V6
09afe12643d64f6d91dc9bacd063147f,mmmmm V2,DingusKhan,,1,1,3,1,15.0161,V2
09B7B0B3E6354516A71C5F17792E5A4E,Swipe right,progressionclimbing,,1,1,3,1,17.5,V3
09b8e4c7fa32488c859562dcf6aacf05,jayli,Jayson,,1,1,3,1,16.5556,V3
09b942d3d8554648ac711756459ad991,Endurance Test - Pinch,ClimbWorld,,1,1,1,0,18.0,V4
09B9DBEB59EB475BA7ABF03E90F4EE21,Touch My Foldy Holds (main),arubin88,,1,8,1,0,20.6667,V5
09BA522F258D48D09B4F469F940FDA43,Everything You Own,sawysauce,,1,1,3,1,18.5,V4
09BBB7397F2844F5B42C3298BC46BEFE,PiNUS big big,climbcentral,,1,1,3,1,17.25,V3
09bd93b297f34773a0674f77b7e1889f,Sender on the Cross,RCFBlake,,1,1,3,1,19.6023,V4
09C19440FAC84E8483BBE901BFBFB35F,nathos v0 no5,ninjanatho,,1,1,3,1,12.75,V0
09C49F1EB19D4D74A73093084CCAC270,use every hold,itsbeth,,1,1,1,0,12.3333,V0
09c5a7c81b9b47479e9c7863591a480e,Ragnarök,Arne,,1,1,3,1,23.8571,V7
09CC401A956747D8A75006997A6BE659,Antidextrous,kilterjackie,,1,1,3,1,22.2,V6
09cc9ee5ccdd44b2aa00837f73e12ea9,Kilterminator .1,mbalestero,,1,1,3,1,27.0,V10
09D34A4A0E28421EA051812454962ABD,rabbit x rabbit,noellumongsud,,1,1,1,0,18.1,V4
09DF6BABCCD24E6187712C69768F1D0B,Fun Jump,cknight09,,1,1,1,0,17.8608,V3
